"ML#","% Interests In Common Elmts","Sewer Type","Sold Price","Spa Location","Special Assessments YN","Stories","Stories In Building","Style","Subdivision","Tennis Courts YN","Termite Contract YN","Transaction Type","Water Type","Waterfront","Year Built"
"CN161002","","City","$234,000","","","1.0","","","Clarence Addition","","","","Public","","1942"
"CN160977","","","$440,000","","","1.0","","","N/A","","","","Public","Water Front","1982"
"CN161016","","City","$149,500","","","1.0","","","Chandler Park","","","","Public","","1969"
"CN161020","","City","$147,900","","","1.0","","","Poplar Grove","","","","Public","","1940"
"CN161054","","City","$285,000","","","1.0","","","BALL, MATTIE O","","","","Public","","1975"
"CN161032","","City","$499,000","","","1.0","","","Pecan Bayou","","","","Public","Water Front","2019"
"CN160884","","City","$287,900","","","1.0","","","West Point on","","","","Public","Water Front","1999"
"CN161074","","City","$146,000","","","1.0","","","Horseshoe Drive","","","","Public","Water Front",""
"CN161072","","City","$162,000","","","1.0","","","MARTIN PARK","","","","Public","","1977"
"CN161114","","City","$250,000","","","1.0","","","Bocage","","","","Public","","2006"
"CN161119","","","$122,000","","","1.0","","Mobile Home","OAK ISLE PLANTATION","","","","Public","","2001"
"CN161093","","City","$63,000","","","1.0","","","GAY","","","","Public","",""
"CN161089","","City","$141,000","","","1.0","","","Martin Park","","","","Public","","1963"
"CN161135","","City","$130,000","","","1.0","","","Kellyland","","","","Public","","1966"
"CN161123","","City","$45,000","","","1.0","","","Fairgrounds&Machine","","","","Public","",""
"CN161121","","City","$45,000","","","1.0","","","Fairgrounds&Machine","","","","Public","",""
"CN161155","","City","$87,500","","","1.0","","","Martin Park","","","","Public","","1956"
"CN161151","","","$412,500","","","1.0","","","Rural","","","","Public","","2018"
"CN161133","","City","$120,000","","","1.0","","","Mattie O Ball","","","","Public","","1949"
"CN161160","","City","$199,500","","","2.0","","","Cypress Point","","","","Public","","2016"
"CN161195","","City","$260,000","","","1.0","","","Bocage","","","","Public","",""
"CN161182","","City","$140,000","","","1.5","","","Kilpatrick","","","","Public","","1917"
"CN161203","","City","$145,000","","","1.0","","","Poplar Grove","","","","Public","","1927"
"CN161218","","City","$422,034","","","1.0","","","Pecan Bayou","","","","Public","","2021"
"CN161217","","City","$478,000","","","1.0","","","Pecan Bayou","","","","Public","","2016"
"CN161213","","City","$143,000","","","1.0","","","KILPATRICK","","","","Public","",""
"CN161211","","Septic","$172,000","","","1.0","","","HOLIDAY ESTATES","","","","Public","",""
"CN161186","","","$40,000","","","1.0","","Mobile Home","OAK ISLE PLANTATION","","","","Public","",""
"CN161162","","City","$252,000","","","1.0","","","West Lakes","","","","Public","","2012"
"CN161205","","City","$125,000","","","1.0","","","SHIRLEY PARK","","","","Public","","1952"
"CN161274","","City","$129,900","","","2.0","","","Bayou Court Townhome","","","","Public","",""
"CN161235","","Septic","$131,000","","","1.0","","","Micah Seip","","","","Public","",""
"CN161228","","City","$364,000","","","1.0","","","Landmark","","","","Public","","1994"
"CN161207","","City","$279,500","","","1.0","","","BOCAGE","","","","Public","","2004"
"CN161237","","City","$485,000","","","1.0","","","Residential","","","","Public","Water Front","1973"
"CN161261","","City","$135,000","","","1.0","","","Shirley Park","","","","Public","","1950"
"CN161260","","City","$211,000","","","1.0","","","Good Earth","","","","Public","","1980"
"CN161215","","City","$142,000","","","1.0","","","CHARLES PLACE","","","","Public","","2005"
"CN161084","","City","$156,000","","","1.0","","","POPLAR GROVE","","","","Public","",""
"CN161306","","City","$24,500","","","1.0","","","Bacon Place","","","","Public","",""
"CN161305","","City","$115,000","","","1.0","","","Lebanon","","","","Public","",""
"CN161301","","City","$208,500","","","1.0","","","CAMELLIA PLACE","","","","Public","","1970"
"CN161314","","City","$169,500","","","2.0","","","KILPATRICK ADDN","","","","Public","","1942"
"CN161304","","City","$130,000","","","1.0","","","Martin Park","","","","Public","",""
"CN161342","","City","$202,725","","","2.0","","","westwind","","","","Public","","2005"
"CN161348","","City","$279,000","","","1.0","","","Bocage","","","","Public","","2014"
"CN161337","","City","$182,000","","","1.0","","","Cypress Point","","","","Public","Water Front","2002"
"CN161092","","City","$63,000","","","1.0","","","GAY","","","","Public","",""
"CN161361","","City","$175,000","","","1.0","","","Vogler Addition","","","","Public","","1927"
"CN161387","","City","$125,000","","","1.0","","","Broadway","","","","Public","",""
"CN161373","","City","$130,000","","","1.0","","","Martin Park","","","","Public","","1957"
"CN161364","","City","$394,500","","","1.0","","","Landmark","","","","Public","","2002"
"CN161363","","City","$330,000","","","1.0","","","Pecan Bayou","","","","Public","","2016"
"CN161362","","City","$123,000","","","1.0","","","BROOKHAVEN","","","","Public","",""
"CN161410","","City","$275,000","","","1.0","","","Park Place","","","","Public","","1939"
"CN161388","","Septic","$171,700","","","1.0","","","none","","","","Public","","1999"
"CN161411","","City","$166,000","","","2.0","","","Popular Grove","","","","Public","","1977"
"CN161378","","City","$354,000","","","1.0","","","CHARLES PARK","","","","Public","",""
"CN161445","","City","$186,500","","","1.0","","","CLARENCE PARK","","","","Public","",""
"CN161426","","City","$745,000","","","1.0","","","Lake District","","","","Public","","2015"
"CN161465","","City","$227,000","","","1.0","","","Plantation Acres","","","","Public","","1955"
"CN161471","","City","$128,490","","","1.0","","","Inter Park","","","","Public","",""
"CN161487","","City","$189,900","","","1.0","","","Wilshire Park","","","","Public","","1965"
"CN161436","","City","$170,000","","","1.0","","","PENNY ACRES","","","","Public","","1953"
"CN160021","","Septic","$92,500","","","1.0","","","Loan Oak","","","","Public","","1950"
"CN161515","","City","$220,000","","","1.0","","","CAMELLIA PLACE","","","","Public","",""
"CN161525","","Septic","$22,000","","","1.0","","","England Acres","","","","Public","",""
"CN161524","","City","$20,000","","","1.0","","","Gardenia Place","","","","Public","","1943"
"CN161481","","City","$105,000","","","1.0","","","SHIRLEY PARK ADDN","","","","Public","",""
"CN161549","","City","$200,000","","","1.0","","","Briarwood","","","","Public","","1969"
"CN161280","","City","$132,000","","","1.0","","","Highpoint addn,","","","","Public","",""
"CN161538","","City","$62,000","","","1.0","","","Brewer Add","","","","Public","","1964"
"CN161569","","City","$190,000","","","1.0","","","Villa Rachelle","","","","Public","","2006"
"CN161532","","City","$172,000","","","1.0","","","Highpoint","","","","Public","",""
"CN161419","","City","$160,000","","","1.0","","","Camellia Place","","","","Public","","1959"
"CN161555","","City","$214,500","","","1.0","","","Penny Acres","","","","Public","","1956"
"CN161580","","City","$130,000","","","1.0","","","Penny Acres","","","","Public","","1960"
"CN161559","","City","$285,000","","","1.0","","","BOCAGE","","","","Public","","2006"
"CN161606","","City","$307,500","","","1.0","","","West Pointe","","","","Public","","2002"
"CN161604","","City","$305,106","","","2.0","","","Charles Park","","","","Public","","1972"
"CN161591","","","$369,900","","","1.0","","","ROSALIE PLANTATION","","","","Public","",""
"CN161587","","","$243,000","","","1.0","","","none","","","","Public","","1991"
"CN161573","","City","$290,000","","","1.0","","","ST ANDREWS LINKS EST","","","","Public","","2013"
"CN161624","","City","$123,000","","","1.0","","","Kellyland","","","","Public","","1957"
"CN162250","","City","$35,000","","","1.0","","","SHIRLEY PARK ADDN","","","","Public","",""
"CN161542","","City","$60,000","","","1.0","","","Wheadon Powers Subd.","","","","Public","",""
"CN161678","","City","$392,000","","","1.0","","","St. Andrews Links","","","","Public","Water Front","2014"
"CN161650","","City","$189,900","","","1.0","","","AUDUBON PLACE","","","","Public","","1945"
"CN161654","","City","$50,000","","","1.0","","","Bacon Place","","","","Public","","1957"
"CN161640","","City","$110,000","","","1.0","","","Hill","","","","Public","","1927"
"CN161634","","City","$738,000","","","2.0","","","Tennyson Oaks","","","","Public","","2007"
"CN161648","","Septic","$27,000","","","1.0","","","Masonic Place","","","","Public","","1947"
"CN161633","","City","$285,000","","","1.0","","","Bocage","","","","Public","","2006"
"CN161639","","City","$229,000","","","1.0","","","Briarwood","","","","Public","",""
"CN161690","","City","$125,000","","","1.0","","","Windermere Subd;","","","","Public","","1981"
"CN161655","","City","$206,000","","","1.0","","","COBBLESTONE VILLAGE","","","","Public","","1987"
"CN161685","","City","$545,000","","","1.0","","","Tennyson Oaks","","","","Public","",""
"CN161719","","","$265,000","","","1.5","","","Cypress Bend","","","","Public","",""
"CN161715","","City","$206,000","","","1.0","","","GOOD EARTH","","","","Public","","1983"
"CN161700","","City","$269,500","","","1.0","","","FAIRFIELD","","","","Public","","2017"
"CN161712","","City","$18,500","","","1.0","","","Silver City","","","","Public","","1964"
"CN161722","","City","$415,000","","","1.0","","","Pecan Bayou","","","","Public","","2017"
"CN161710","","City","$48,000","","","1.0","","","Silver City","","","","Public","",""
"CN161725","","City","$187,000","","","1.0","","","BROOKHAVEN SUB","","","","Public","",""
"CN161764","","City","$245,000","","","1.0","","","Poplar Grove","","","","Public","","1938"
"CN161756","","City","$135,000","","","1.0","","","QUAIL RIDGE","","","","Public","",""
"CN161750","","City","$36,100","","","1.0","","","Acadian Village","","","","Public","","1962"
"CN161751","","City","$77,000","","","1.0","","","Nichols","","","","Public","","1959"
"CN161748","","City","$145,000","","","1.0","","","Horseshoe Gardens","","","","Public","","1972"
"CN161740","","City","$196,000","","","1.0","","","Hill addition","","","","Public","",""
"CN161707","","City","$13,000","","","2.0","","","S.A.L. CO. ADDN","","","","Public","",""
"CN161772","","City","$380,000","","","1.0","","","West Pointe","","","","Public","","2007"
"CN161770","","Septic","$100,000","","","1.0","","","Subdivsion","","","","Public","",""
"CN161765","","City","$200,000","","","1.0","","","Wilshire Park","","","","Public","",""
"CN161768","","City","$160,000","","","1.0","","","Castle Village","","","","Public","","1975"
"CN161801","","City","$112,900","","","1.0","","","FOURLEAF VILLAGE","","","","Public","",""
"CN161791","","City","$130,000","","","1.0","","","Plantation Acres","","","","Public","","1960"
"CN161804","","City","$135,000","","","1.0","","","none","","","","Public","",""
"CN161793","","City","$254,000","","","1.0","","","Bocage","","","","Public","","2010"
"CN161802","","","$186,000","","","1.0","","","Bayou Estates","","","","Public","","1989"
"CN161813","","City","$235,000","","","1.0","","","Charles Park","","","","Public","","1973"
"CN161594","","Septic","$875,000","","","2.0","","","CADE SUBD","","","","Public","Water Front",""
"CN161705","","City","$184,000","","","1.0","","","Chandler Park","","","","Public","",""
"CN161873","","City","$125,000","","","1.0","","","Hill addition","","","","Public","","1930"
"CN161866","","City","$199,900","","","2.0","","","Village of Versaille","","","","Public","","2013"
"CN161867","","City","$185,000","","","1.0","","","Deselle","","","","Public","","1951"
"CN161869","","City","$229,500","","","1.0","","","Chandler park","","","","Public","","1975"
"CN161884","","City","$230,000","","","1.0","","","Good Earth","","","","Public","","1982"
"CN161879","","City","$80,000","","","1.0","","","fairground & machine","","","","Public","","1965"
"CN161910","","City","$105,000","","","1.0","","","Fourleaf","","","","Public","","1955"
"CN161916","","City","$119,900","","","1.0","","","Alexandria Land & IN","","","","Public","",""
"CN161914","","City","$31,000","","","1.0","","","HOMEWOOD PLACE","","","","Public","","1947"
"CN161913","","City","$29,000","","","1.0","","","HOMEWOOD PLACE","","","","Public","","1942"
"CN161939","","City","$170,000","","","1.0","","","Quail Ridge Sub","","","","Public","",""
"CN161950","","City","$188,000","","","1.0","","","vogar","","","","Public","","1969"
"CN161938","","City","$475,000","","","1.0","","","Bonaire","","","","Public","","2017"
"CN161981","","City","$178,500","","","1.0","","","Charles Pard","","","","Public","","1977"
"CN161952","","City","$555,000","","","1.0","","","THE LAKE DISTRICT","","","","Public","",""
"CN161979","","City","$218,600","","","1.0","","","Good Earth","","","","Public","","1978"
"CN161955","","City","$290,000","","","1.0","","","CHARLES PARK","","","","Public","","1973"
"CN161978","","City","$299,000","","","1.0","","","Bocage","","","","Public","","2006"
"CN161992","","City","$168,500","","","1.0","","","Plantation Acres","","","","Public","","1957"
"CN161961","","City","$209,500","","","1.0","","","WEDGEWOOD DOWNS","","","","Public","","1973"
"CN161921","","City","$138,500","","","1.0","","","GUY ADDITION","","","","Public","",""
