"mls_number"	"property_type"	"air_conditioning"	"appartment_bi"	"patio_bi"	"school_high"	"school_junior"	"school_middle"	"school_general"	"photo_count"	"pool_bi"	"rear_yard_access_bi"	"roof_type"	"roof_type_shingle_bi"	"gas_type"	"out_building_livable_bi"	"out_building_not_livable_bi"	"living_area"	"land_acres"	"appliances_included_bi"	"garage_bi"	"condition"	"energy_efficient_bi"	"exterior_type"	"exterior_features"	"fire_place_bi"	"foundation_type"	"total_area"	"beds_total"	"bath_full"	"bath_half"	"age"	"days_on_market"	"sold_price"	"sold_date"	"sewer_type"	"spa_location"	"stories"	"property_style"	"city_limit_bi"	"subdivision_bi"	"tennis_court_bi"	"termite_contract"	"water_type"	"waterfront_bi"	"post_corona_bi"	"corona_crisis"
"CN160884"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"shingle"	1	"Natural"	0	0	2356	0.38	0	0	"Other"	0	"other"	"none"	1	"other"	2665	3	2	1	39	1	287900	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160881"	"SGL"	"central"	0	0	0	0	0	0	28	0	0	"shingle"	1	"Natural"	0	0	1737	0.21	1	0	"Other"	0	"vinyl"	"none"	0	"other"	1737	4	2	0	40	5	230000	44294	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160871"	"SGL"	"central"	0	0	0	0	0	0	26	1	0	"shingle"	1	"Natural"	0	1	1306	1.35	1	1	"Other"	1	"other"	"fence"	1	"slab"	1706	3	2	0	31	189	2e+05	44447	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160869"	"SGL"	"central"	0	0	0	0	0	0	14	0	0	"other"	0	"Natural"	0	0	1140	0.35	0	0	"Other"	0	"vinyl"	"none"	0	"other"	1300	3	1	0	38	132	115000	44392	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160866"	"SGL"	"central"	0	1	0	0	0	0	2	1	0	"shingle"	1	"Natural"	0	1	2817	0.5	1	0	"Other"	0	"other"	"fence"	1	"other"	3110	4	2	0	34	0	340000	44260	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160865"	"SGL"	"central"	0	1	0	0	0	0	16	0	0	"other"	0	"Natural"	0	1	2430	0.55	1	0	"Other"	0	"vinyl"	"none"	1	"raised"	2850	4	3	0	34	28	240000	44322	"other"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160863"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	2400	0.53	0	0	"Other"	0	"brick"	"fence"	1	"slab"	3300	3	2	0	30	13	81000	44314	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160862"	"SGL"	"central"	0	1	0	0	0	0	35	1	0	"shingle"	1	"Natural"	0	1	2535	0.34	1	1	"Other"	1	"other"	"fence"	1	"slab"	3737	4	3	0	38	1	388000	44348	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160861"	"SGL"	"central"	0	1	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	0	2035	1	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2450	3	2	1	40	3	273500	44316	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160860"	"SGL"	"central"	0	1	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1800	0.16	1	0	"Other"	0	"other"	"none"	0	"other"	2000	3	2	0	30	0	182000	44281	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160859"	"SGL"	"central"	0	0	0	0	0	0	7	0	0	"other"	0	"Natural"	0	0	1730	0.29	1	0	"Other"	0	"other"	"none"	1	"other"	2100	3	2	1	30	3	169900	44358	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160856"	"SGL"	"central"	0	1	0	0	0	0	23	1	0	"shingle"	1	"Natural"	0	0	1762	0.4	1	1	"Other"	0	"brick"	"none"	1	"other"	2250	4	2	0	33	1	189000	44294	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160854"	"CND"	"central"	0	1	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	0	1320	0.03	1	0	"Other"	1	"vinyl"	"porch"	1	"other"	1400	2	2	0	39	1	138000	44286	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160849"	"SGL"	"central"	0	1	0	0	0	0	35	1	0	"other"	0	"Natural"	0	0	2824	0.49	1	1	"Other"	0	"other"	"fence"	1	"slab"	3366	3	3	1	36	21	260000	44294	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160843"	"SGL"	"not_central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1241	0.35	1	1	"Other"	0	"other"	"fence"	0	"slab"	2029	3	2	1	34	1	89500	44315	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160841"	"SGL"	"central"	0	0	0	0	0	0	23	0	0	"shingle"	1	"Natural"	0	0	2402	0.38	0	0	"Other"	0	"other"	"none"	1	"other"	3293	4	2	1	37	1	232000	44294	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160840"	"SGL"	"central"	0	0	0	0	0	0	11	1	0	"other"	0	"Natural"	0	0	2100	1.55	1	1	"Other"	0	"other"	"none"	1	"slab"	2400	3	2	0	34	134	1e+05	44544	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160838"	"CND"	"central"	0	0	0	0	0	0	18	1	0	"shingle"	1	"Natural"	0	0	924	0.01	1	0	"Other"	0	"brick"	"none"	0	"slab"	924	2	1	1	34	49	93000	44344	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160836"	"SGL"	"central"	0	1	0	0	0	0	22	0	0	"shingle"	1	"Natural"	0	0	1514	0.2	1	0	"Other"	1	"metal"	"fence"	1	"raised"	2100	2	1	0	35	35	139900	44321	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160834"	"SGL"	"central"	0	0	0	0	0	0	19	0	0	"other"	0	"Natural"	0	0	1568	1.38	0	0	"Other"	0	"vinyl"	"none"	0	"other"	2482	3	2	0	35	61	150000	44355	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160825"	"SGL"	"central"	0	1	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	1	1654	2	1	1	"Other"	1	"other"	"none"	1	"slab"	2961	3	2	0	39	9	290000	44291	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160820"	"SGL"	"central"	0	0	0	0	0	0	25	0	0	"other"	0	"Natural"	0	1	1443	0.12	1	0	"Other"	1	"vinyl"	"fence"	0	"raised"	1264	2	1	0	34	95	60000	44393	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160816"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1782	0.22	1	1	"Other"	1	"other"	"porch"	1	"other"	2300	3	2	0	37	4	145000	44295	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160813"	"SGL"	"central"	0	1	0	0	0	0	37	0	0	"other"	0	"Natural"	0	0	2060	0.53	1	1	"Other"	0	"metal"	"fence"	1	"raised"	2375	3	2	1	32	61	116000	44356	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160812"	"SGL"	"central"	0	0	0	0	0	0	26	0	0	"metal"	0	"Natural"	0	1	1200	0.09	0	0	"Other"	0	"vinyl"	"none"	0	"raised"	1350	2	1	0	37	41	40000	44293	"septic"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160811"	"SGL"	"central"	0	0	0	0	0	0	9	0	0	"other"	0	"Natural"	0	0	1150	0.58	0	1	"Other"	0	"vinyl"	"none"	0	"other"	1400	3	1	0	36	1	135000	44292	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160809"	"SGL"	"central"	0	0	0	0	0	0	4	0	0	"other"	0	"Natural"	0	0	2100	0.18	0	1	"Other"	0	"other"	"none"	0	"other"	2700	4	3	0	36	1	180000	44258	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160808"	"SGL"	"central"	0	0	0	0	0	0	29	0	0	"metal"	0	"Natural"	0	0	1441	0.6	0	0	"Other"	0	"vinyl"	"none"	1	"other"	1441	3	2	0	34	134	80000	44431	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160806"	"SGL"	"central"	0	1	0	0	0	0	31	0	0	"shingle"	1	"Natural"	0	1	1478	0.4	1	1	"Other"	1	"other"	"none"	1	"other"	1998	3	2	0	35	4	142000	44298	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160805"	"SGL"	"central"	0	0	1	0	1	1	16	0	0	"other"	0	"Natural"	0	0	2100	0.15	0	1	"Other"	0	"other"	"none"	1	"raised"	2300	2	1	0	32	134	54000	44424	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160802"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"other"	0	"Natural"	0	0	1368	1.14	1	0	"Other"	0	"other"	"none"	0	"other"	1620	3	2	0	38	6	189000	44287	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160801"	"SGL"	"central"	0	0	1	0	1	1	21	0	0	"shingle"	1	"Natural"	0	1	1973	0.3	0	0	"Other"	0	"other"	"none"	1	"raised"	2501	3	2	0	32	70	220000	44348	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160800"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1399	0.28	1	1	"Other"	0	"other"	"none"	0	"other"	1650	3	2	0	32	49	99900	44400	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160799"	"SGL"	"central"	0	0	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	0	1500	1	1	1	"Other"	0	"vinyl"	"none"	0	"other"	2430	3	2	0	38	0	210000	44291	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160796"	"SGL"	"central"	0	0	0	0	0	0	15	0	0	"shingle"	1	"Natural"	0	0	1886	1.07	0	1	"Other"	0	"other"	"none"	1	"other"	2617	3	2	1	30	43	273500	44343	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160794"	"SGL"	"central"	0	0	0	0	0	0	23	0	0	"shingle"	1	"Natural"	0	0	2026	0.38	1	0	"Other"	0	"other"	"none"	1	"slab"	2616	3	2	0	36	0	225000	44293	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160792"	"SGL"	"central"	0	1	1	0	1	1	25	0	0	"other"	0	"Natural"	0	1	2531	1.31	1	1	"Other"	0	"other"	"none"	1	"slab"	3480	4	3	0	31	7	248900	44321	"city"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160783"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	0	2311	0.32	1	1	"Other"	0	"other"	"fence"	1	"slab"	3667	4	3	0	32	68	420000	44393	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160782"	"SGL"	"central"	0	1	0	0	0	0	30	0	0	"other"	0	"Natural"	0	0	1561	0.55	1	1	"Other"	1	"vinyl"	"porch"	1	"raised"	2000	3	2	2	37	22	310000	44307	"other"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160780"	"SGL"	"central"	0	1	1	0	1	1	11	0	0	"other"	0	"Natural"	0	1	1835	0.7	1	1	"Other"	0	"other"	"fence"	0	"slab"	2235	4	2	0	36	170	205000	44425	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160779"	"SGL"	"central"	0	0	0	0	0	0	16	0	0	"other"	0	"Natural"	1	0	1820	2	1	0	"Other"	0	"other"	"none"	1	"raised"	2300	3	2	0	36	195	84500	44475	"other"	"None"	1.5	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160778"	"SGL"	"central"	0	1	0	0	0	0	2	0	0	"other"	0	"Natural"	0	0	1370	1.62	1	0	"Other"	1	"other"	"none"	1	"slab"	1740	3	1	1	39	3	118000	44294	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160777"	"SGL"	"central"	0	0	0	0	0	0	8	0	0	"metal"	0	"Natural"	0	1	1280	0.92	0	0	"Other"	0	"metal"	"none"	0	"other"	1280	3	2	0	32	51	50000	44330	"septic"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160774"	"SGL"	"central"	0	0	0	0	0	0	22	0	0	"shingle"	1	"Natural"	0	1	2089	1.5	1	1	"Other"	0	"brick"	"none"	1	"slab"	2529	3	2	0	33	8	155500	44298	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160773"	"SGL"	"central"	0	1	0	0	0	0	20	0	0	"other"	0	"Natural"	0	1	2500	0.75	1	1	"Other"	0	"brick"	"fence"	0	"slab"	3000	3	2	0	33	90	149500	44376	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160772"	"SGL"	"not_central"	0	0	0	0	0	0	10	0	0	"metal"	0	"Natural"	0	0	1090	1.23	1	0	"Other"	0	"vinyl"	"none"	0	"other"	1350	2	1	0	34	26	62500	44295	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160771"	"SGL"	"central"	0	0	0	0	0	0	21	0	0	"other"	0	"Natural"	0	0	2277	0.27	1	1	"Other"	0	"brick"	"fence"	1	"slab"	3321	3	2	0	34	45	145000	44336	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160770"	"SGL"	"central"	0	1	0	0	0	0	8	0	0	"other"	0	"Natural"	0	1	1451	0.32	0	0	"Other"	0	"other"	"porch"	0	"raised"	1600	3	2	0	34	139	60000	44453	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160769"	"SGL"	"central"	0	1	0	0	0	0	37	0	0	"shingle"	1	"Natural"	0	1	2132	0.29	1	1	"Other"	0	"other"	"fence"	0	"slab"	2432	4	2	0	35	4	237000	44295	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160765"	"SGL"	"central"	0	1	0	0	0	0	24	0	0	"other"	0	"Natural"	0	1	1903	0.34	1	0	"Other"	1	"other"	"none"	1	"slab"	2682	4	2	0	36	56	230000	44350	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160754"	"SGL"	"central"	0	0	0	0	0	0	40	0	0	"other"	0	"Natural"	0	0	2629	0.44	1	1	"Other"	1	"vinyl"	"fence"	0	"slab"	2629	3	2	0	40	20	250000	44323	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160752"	"SGL"	"not_central"	0	0	0	0	0	0	20	0	0	"other"	0	"Natural"	0	0	1268	1.85	0	1	"Other"	0	"other"	"none"	0	"slab"	1400	3	1	1	37	1	127000	44281	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160749"	"SGL"	"central"	0	0	0	0	0	0	18	0	0	"other"	0	"Natural"	0	0	1325	0.19	0	0	"Other"	0	"other"	"none"	0	"other"	1470	3	2	0	32	96	20000	44363	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160748"	"SGL"	"central"	0	0	0	0	0	0	12	0	0	"other"	0	"Natural"	0	0	2390	1.24	0	0	"Other"	0	"vinyl"	"none"	0	"other"	2390	4	2	1	30	24	45000	44302	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160747"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	1	2574	0.34	1	1	"Other"	0	"other"	"fence"	1	"other"	4046	3	2	1	35	2	304000	44267	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160746"	"SGL"	"central"	0	1	0	0	0	0	16	0	0	"shingle"	1	"Natural"	0	0	1862	0.28	1	1	"Other"	1	"other"	"fence"	1	"slab"	2441	3	2	0	39	10	253500	44314	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160741"	"SGL"	"central"	0	1	0	0	0	0	25	0	0	"shingle"	1	"Natural"	0	0	2460	0.35	1	1	"Other"	1	"other"	"fence"	1	"slab"	3334	4	2	1	36	20	335000	44323	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160739"	"SGL"	"central"	0	0	1	0	1	1	22	0	0	"shingle"	1	"Natural"	0	0	1665	0.24	1	1	"Other"	1	"other"	"porch"	0	"slab"	2252	3	2	0	39	38	235901	44396	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160738"	"SGL"	"central"	0	0	1	0	1	1	4	0	0	"metal"	0	"Natural"	0	0	1702	0.6	0	0	"Other"	0	"brick"	"none"	1	"other"	1862	3	1	1	34	137	52000	44446	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160735"	"SGL"	"central"	0	1	0	0	0	0	19	0	0	"other"	0	"Natural"	0	0	1817	0.3	1	1	"Other"	1	"other"	"none"	1	"slab"	2225	3	2	0	33	4	239900	44281	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160733"	"SGL"	"central"	0	0	1	0	1	1	21	0	0	"shingle"	1	"Natural"	0	0	1861	0.3	0	1	"Other"	0	"vinyl"	"none"	1	"slab"	2355	3	2	0	39	58	275000	44390	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160730"	"SGL"	"central"	0	1	0	0	0	0	23	0	0	"shingle"	1	"Natural"	0	0	2053	0.3	1	1	"Other"	1	"other"	"none"	1	"slab"	2694	4	2	1	39	94	334900	44386	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160728"	"SGL"	"central"	0	1	0	0	0	0	19	1	0	"shingle"	1	"Natural"	0	0	2563	0.21	1	1	"Other"	0	"brick"	"fence"	1	"slab"	3300	4	3	0	38	31	385000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160721"	"SGL"	"not_central"	0	1	0	0	0	0	17	0	0	"other"	0	"Natural"	0	0	1075	1	1	0	"Other"	0	"vinyl"	"porch"	1	"raised"	1506	2	1	0	33	230	90000	44501	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160720"	"SGL"	"central"	0	0	0	0	0	0	11	0	0	"other"	0	"Natural"	0	0	1833	0.15	0	0	"Other"	0	"other"	"none"	1	"raised"	2384	3	1	0	37	176	50000	44468	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160718"	"SGL"	"central"	0	1	0	0	0	0	35	1	0	"shingle"	1	"Natural"	0	1	2133	1.3	1	1	"Other"	0	"brick"	"fence"	1	"slab"	2965	3	2	0	36	2	215000	44274	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160716"	"SGL"	"central"	0	1	0	0	0	0	22	0	0	"shingle"	1	"Natural"	0	0	1775	1	1	1	"Other"	0	"vinyl"	"none"	1	"slab"	3400	3	2	1	38	49	166500	44286	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160715"	"SGL"	"central"	0	1	1	0	0	1	22	0	0	"metal"	0	"Natural"	0	1	1818	0.76	1	1	"Other"	1	"other"	"fence"	0	"raised"	2532	3	2	0	40	37	130000	44336	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160714"	"TNH"	"central"	0	1	0	0	0	0	25	0	0	"shingle"	1	"Natural"	0	0	1697	0.08	1	0	"Other"	1	"other"	"fence"	0	"slab"	1772	3	2	1	36	37	192500	44291	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160713"	"SGL"	"central"	0	1	0	0	0	0	34	0	0	"other"	0	"Natural"	0	0	2925	1.43	1	1	"Other"	0	"other"	"none"	1	"slab"	3934	3	2	1	33	187	252000	44466	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160710"	"PAT"	"central"	0	0	0	0	0	0	16	1	0	"shingle"	1	"Natural"	0	1	2728	0.34	1	1	"Other"	1	"brick"	"porch"	1	"slab"	3256	3	2	0	38	91	289900	44400	"city"	"None"	1	"Party Wall Double"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160708"	"SGL"	"central"	0	1	0	0	0	0	18	0	0	"shingle"	1	"Natural"	0	1	1400	0.25	1	1	"Other"	0	"vinyl"	"fence"	0	"slab"	2100	2	2	0	32	2	155000	44270	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160706"	"SGL"	"central"	0	0	1	0	0	1	26	0	0	"other"	0	"Natural"	0	0	1680	0.77	1	0	"Other"	0	"other"	"fence"	1	"other"	2184	2	2	0	39	95	156000	44393	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160702"	"CND"	"central"	0	1	0	0	0	0	16	1	0	"shingle"	1	"Natural"	0	0	1816	0.04	1	1	"Other"	0	"other"	"none"	0	"slab"	2485	3	2	1	36	2	179000	44278	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160699"	"SGL"	"central"	0	0	0	0	0	0	2	0	0	"shingle"	1	"Natural"	0	0	2100	1.5	1	1	"Other"	0	"other"	"none"	1	"slab"	2206	4	2	0	38	30	225000	44266	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160692"	"SGL"	"central"	0	1	0	0	0	0	27	0	0	"shingle"	1	"Natural"	0	1	2851	0.67	1	1	"Other"	0	"brick"	"fence"	1	"other"	4200	4	2	0	33	2	112000	44256	"septic"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160683"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"other"	0	"Natural"	0	0	1376	1	0	0	"Other"	0	"other"	"none"	0	"other"	1376	3	2	0	37	60	79900	44386	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160682"	"SGL"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	0	1843	1	0	1	"Other"	0	"brick"	"none"	1	"other"	2000	3	2	0	38	19	230000	44281	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160676"	"TNH"	"central"	0	0	0	0	0	0	13	0	0	"shingle"	1	"Natural"	0	0	1209	0.09	1	1	"Other"	0	"vinyl"	"none"	0	"slab"	1942	2	2	0	31	56	145000	44316	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160674"	"SGL"	"central"	0	1	0	0	0	0	15	0	0	"shingle"	1	"Natural"	0	0	3015	0.65	1	0	"Other"	0	"other"	"none"	1	"slab"	4302	3	2	0	32	251	245000	44543	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160661"	"SGL"	"central"	0	0	0	0	0	0	6	0	0	"shingle"	1	"Natural"	0	0	2194	0.28	1	1	"Other"	0	"brick"	"none"	1	"other"	3183	4	2	1	34	8	389000	44407	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160660"	"SGL"	"central"	0	0	0	0	0	0	17	0	0	"shingle"	1	"Natural"	0	0	1762	0.36	1	0	"Other"	0	"other"	"fence"	0	"slab"	2247	3	2	0	30	161	155000	44454	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160656"	"SGL"	"not_central"	0	0	0	0	0	0	5	0	0	"other"	0	"Natural"	0	0	2197	0.34	0	1	"Other"	0	"other"	"none"	0	"other"	2597	3	2	0	37	55	61000	44398	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160654"	"SGL"	"central"	0	1	0	0	0	0	28	0	0	"other"	0	"Natural"	0	0	1967	0.6	1	0	"Other"	0	"vinyl"	"fence"	0	"slab"	2639	3	1	1	30	4	123000	44279	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160653"	"SGL"	"central"	0	1	0	0	0	0	9	0	0	"other"	0	"Natural"	0	1	1328	0.18	1	1	"Other"	0	"brick"	"fence"	0	"other"	1719	3	2	0	37	66	87000	44378	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160652"	"SGL"	"central"	0	1	0	0	0	0	30	0	0	"other"	0	"Natural"	0	1	1312	0.46	1	0	"Other"	0	"metal"	"fence"	0	"raised"	1714	2	1	0	30	2	90000	44267	"other"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160645"	"SGL"	"central"	0	0	0	0	0	0	26	0	0	"shingle"	1	"Natural"	0	1	3015	0.86	1	1	"Other"	1	"vinyl"	"porch"	1	"slab"	3663	4	3	0	31	85	373000	44384	"other"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160644"	"SGL"	"central"	0	0	0	0	0	0	34	0	0	"other"	0	"Natural"	0	0	2579	1	0	0	"Other"	0	"other"	"none"	1	"other"	3239	4	2	0	30	75	255000	44335	"city"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160638"	"SGL"	"central"	0	0	0	0	0	0	7	0	0	"other"	0	"Natural"	0	0	2600	0.6	0	1	"Other"	0	"other"	"none"	1	"other"	3837	4	3	0	31	2	382000	44230	"septic"	"None"	2	"Not Specific"	1	1	0	"Unknown"	"Public"	1	1	"post"
"CN160637"	"TNH"	"central"	0	1	0	0	0	0	27	0	0	"other"	0	"Natural"	0	0	1095	0.09	1	0	"Other"	0	"brick"	"none"	0	"slab"	1150	2	2	0	40	32	114000	44309	"city"	"None"	1	"Not Specific"	1	1	0	"Unknown"	"Public"	0	1	"post"
"CN160636"	"SGL"	"central"	0	0	0	0	0	0	18	0	0	"metal"	0	"Natural"	0	0	2016	1	0	1	"Other"	0	"vinyl"	"none"	1	"other"	3118	4	2	0	34	5	85000	44274	"other"	"None"	1	"Mobile Home"	1	1	0	"Unknown"	"Public"	0	1	"post"
